scene_id,date_acquired,observed_mean,robust_range,MAE,RMSE,R2,bias,spatial_RMSE,spatial_R2,nMAE_pct,nRMSE_pct
LC09_L2SP_197031_20250815_20250816_02_T1,2025-08-15,42.121433,9.785789489746094,0.9680510079419744,1.315274671707576,0.7854631200955359,-0.22478803123098526,1.2959235044468276,0.7917294502258301,9.892416027918172,13.440659775951328
LC08_L2SP_198031_20250830_20250903_02_T1,2025-08-30,36.292023,11.648612976074219,1.3229759122524447,1.6703649942913845,0.7565855808693871,1.08310695097597,1.2716125329937467,0.8589304685592651,11.357368598044967,14.339604189118884
LC09_L2SP_198031_20260403_20260404_02_T1,2026-04-03,26.474335,12.110044479370117,0.839527418095551,1.0910604444473877,0.9014735868853245,0.06130398547001858,1.0893368105998233,0.9017846584320068,6.932488311877922,9.009549438947538
LC08_L2SP_197031_20260404_20260415_02_T1,2026-04-04,28.939941,9.905420303344727,1.3347828587845565,1.6351739368892493,0.6805934595654093,-1.169232733532808,1.1431048361124578,0.8439053297042847,13.475277352277976,16.50787030548422
LC09_L2SP_197031_20260428_20260429_02_T1,2026-04-28,33.43275,13.783850479125967,1.3463810098233686,1.6191819235301417,0.8378523638074056,-1.0179666537533014,1.2591640248366656,0.9019417762756348,9.767814964782922,11.746949272137012
LC09_L2SP_198031_20260622_20260623_02_T1,2026-06-22,40.640068,11.532910919189433,3.60296949651509,3.884625740191976,-0.4832499799693273,3.595410736909471,1.4708292427042127,0.7873621582984924,31.240764120705762,33.68295972639836
LC08_L2SP_197031_20260623_20260706_02_T1,2026-06-23,45.045418,12.465518951416016,2.7505890614007584,3.0006174878979337,0.33340819707111025,-2.713660765096685,1.2805274228425783,0.8786005973815918,22.065580038192525,24.071340307553577
